incident_date,route,ccil,narrative,found_location,latitude,longitude,postcode
2020-02-25,NW&C (WCMLS),CCIL 2100841 ,"At 1810, it was reported that the driver of 1M93, Cross Country, 1435 Exeter St David’s – Manchester Piccadilly had an operational incident on the Down line at WS6299 signal, near Rickerscote. The driver, who had continued to Stafford station before reporting it to the signaller, reported that they released the doors whilst at a stand at WS6299 signal, and that they were unsure as to whether any passengers alighted. Cross Country subsequently confirmed at 1814 that two sets of doors were opened by the public. Services were cautioned and confirmed that the line was clear. 1M93 was terminated on arrival at Stafford.",Stafford,52.80390859,-2.122036782,ST16 2AA
2020-02-25,Wales and Western (Western),CCIL 2100780 ,"At 1610 the driver of 1A26, Great Western Railway, 1530 Bristol Temple Meads – London Paddington, reported that the train had struck a person on the Up Swindon Relief line at platform 3, Swindon. All lines were blocked, Emergency services and Network Rail staff attended at 1614. Platform 1 was reopened at 1630, allowing trapped services to be cleared. Services were diverted via Newbury. Replacement transport was provided in the form of coaches For Swindon, Chippenham and Didcot Parkway. BT Police (ref. 410) reported at 1638 that having obtained a statement from the driver, they had deemed the incident as non- suspicious. Undertakers arrived on site at 1645. Body recovery was completed at 1700, with all lines authorised to reopen at 1710 after all personnel were clear of the line. A relief driver was provided for 1A26 which was on the move as ECS at 1750. Samaritans signage and anti-trespass signs were confirmed as not in place at the specific location, though was on display in other areas of the station.",Wales and Western (Western),,,
2020-02-25,Eastern (Anglia),CCIL 2100590 ,"At 0826 the driver of 1F23, Greater Anglia, 0812 Braintree – Liverpool Street reported a near miss with a member of public at Cut Throat (Red/Green) Crossing on the Braintree Single line between White Notley and Witham. The member of public jumped the barriers and ran across as the train approached. The driver did not apply the emergency brake and was fit to continue. The British Transport Police were advised, (ref.137). The Mobile Operations Manager attended and reported all signage in place and the crossing was functioning correctly.",White Notley,51.83892410000001,0.595875952,CM8 1RP
2020-02-25,Wales and Western (Wales),CCIL 2100786 ,"At 1626 the driver of 2E24, Transport for Wales, 1400 Swansea – Pembroke, reported a near miss at Beavers Hill Open Crossing, between Manorbier and Lamphey with a road vehicle which crossed as the train approached. The driver was fit to continue. All details were passed to the British Transport Police, with Mobile Operations Manager arranged to attend Wednesday morning.",Beavers Hill,51.662587,-4.811043,A70 8LQ
2020-02-25,Southern (Kent),CCIL 2100684 ,"Fault No. 159612 / At 1129 a broken rail was reported on the Chatham Reversible Line at Linford Street Junction at 1m 40ch, between London Victoria and Wandsworth Road, due to a vertical break in a weld. The line was blocked for P’Way examination. At 1200 P’Way confirmed a broken rail with the line blocked pending repairs. Clamps were fitted to the break, allowing the line to reopen at 1651 with a 20 mph ESR imposed and all warning boards in position. A replacement rail was installed overnight.",London Victoria,51.49526139,-0.144540593,SW1V 1JU
2020-02-25,Wales and Western (Western),CCIL 2100691 ,"Fault No. 461555 / At 1210 the Thames Valley Signalling Centre (Acton panel signaller) reported that they were unable to signal trains in and out of Acton yard due to having no detection on No.8139 points in the Reverse position. S&T were advised and were on site by 1234, advising at 1310 that there was no power going to the asset. The Mobile Operations Manager was requested and by 1315 had clipped the points in Reverse, allowing 6B78, DB Cargo, 1040 Brentford – Acton yard to enter the yard, after which a backlog of trains was cleared. S&T staff returned overnight, arriving on site at 2253 to continue with further testing, the results of which were not available as this Report closed.",Wales and Western (Western),,,
2020-02-25,Southern (Kent),CCIL 2100924 ,"Fault No. 464928 / At 2234 the driver of 2S78, Southeastern, 2204 London Charing Cross – Sevenoaks, reported that L315 signal on the Down Fast line at Grove Park had reverted to red as the train approached. The driver was unable to clarify the aspect offered prior to the signal reverting to red. Data interrogation indicated that the reversion was from single yellow to red. The driver was unable to stop and passed the signal at red by an unspecified distance. There was no apparent reason for the reversion, the driver was fit to continue to Orpington, where the service was cancelled.",Grove Park,51.43044575,0.022578266,SE12 0DZ
2020-02-25,North West and Central (NW),CCIL 2099989 ,"Fault No. 883274 / With reference to the failure of track circuit ‘1396’ on the Up East line between Up East line between Ardwick and Ashburys in this section of yesterday’s Report: The track circuit was reported as intermittently showing occupied when clear. At 0856 the Manchester Piccadilly Shift Signalling Manager advised that the track circuit had ‘blipped’ five more times and that 3.5 working would remain in place, with trains passing signal MP312 at red. By 0943 the track circuit had ‘blipped’ a further 3 times, with 3.5 working still in place. S&T staff were on site and investigating by 0947. S&T staff advised at 1114 that they had found a track feed with a poor reading and had traced the probable cause to a joint that was full of water. Readings improved once the cable was rejointed at 1342 however due to 2 x 170 metre cables also having poor readings, it was agreed that  cable replacement  would need to be carried out  by S&T staff. Replacement cable was rolled out trackside by 1820 and installed by 1912. The successful completion of cable testing confirmed a full restoration, with normal signalling, from 1955.",Ardwick,53.4713637,-2.21388356,M12 6LY
2020-02-25,Eastern (North & East),CCIL 2100580 ,"Fault No. 789009 / At 0759 the Sheffield sub-ROC Shift Signalling Manager reported that track circuit 101 had failed after the passage of 1R52, East Midlands Railway, 0635 Nottingham – Liverpool Lime Street. This route locked Dore West Junction, holding signal S55 at red. Signal S58 was also held at red preventing trains being routed via the Up Main line to Dore West Junction. A block was put on to services from Manchester. S&T staff were advised at 0803 and the Mobile Operations Manager at 0807. 1B67, TransPennine Express, 0626 Cleethorpes – Manchester Airport, was used to examine the line but reported at 0828 nothing seen. An S&T fault team arrived on site at 0829. A Mobile Operations Manager was granted a line blockage to secure No.4028 points at 0850 in order to release two trapped trains, as detailed in section 07 of the Report. The signaller advised at 0909 that the track circuit had cleared, and the pointwork was unclipped in response.",Eastern (North & East),,,
2020-02-25,Wales & Western (Wales),CCIL 2100846 ,"At 1841 passengers reported smoke coming from both the lighting and from underneath 2D64, Transport for Wales, 1748 Penarth – Bargoed, units 142010 & 143610. The smoke in vehicle 55643 resulted in passengers being moved into adjacent carriages. South Wales Fire Service met the train at Llanbradach, where the incident had been reported, though at 1911 advised that no trace of a fire had been found. A rolling stock technician authorised the train to continue as empty coaching stock to Canton Sidings at 1948. The RAIB were advised of the incident via N1 form 20/015 at 0054.",Llanbradach,51.60325188,-3.233057973,CF83 3NE
